example_id                                                           | status | run_time        |
-------------------------------------------------------------------- | ------ | --------------- |
./spec/cli/commands/string_manager_emit_spec.rb[1:1:1]               | passed | 0.00002 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:1:2]               | passed | 0.00002 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:1:3]               | passed | 0.00003 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:1:4]               | passed | 0.00002 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:1:5]               | passed | 0.00002 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:2:1]               | passed | 0.00002 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:2:2]               | passed | 0.00002 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:2:3]               | passed | 0.00003 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:2:4]               | passed | 0.00005 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:2:5]               | passed | 0.00003 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:3:1]               | passed | 0.00047 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:3:2]               | passed | 0.00051 seconds |
./spec/cli/commands/string_manager_emit_spec.rb[1:3:3]               | passed | 0.00062 seconds |
./spec/core/attribute_definitions_iconType_spec.rb[1:1]              | passed | 0.00023 seconds |
./spec/core/attribute_definitions_iconType_spec.rb[1:2]              | passed | 0.00024 seconds |
./spec/core/attribute_definitions_iconType_spec.rb[1:3]              | passed | 0.00024 seconds |
./spec/core/attribute_validator_spec.rb[1:1:1:1]                     | passed | 0.00042 seconds |
./spec/core/attribute_validator_spec.rb[1:1:1:2]                     | passed | 0.0004 seconds  |
./spec/core/attribute_validator_spec.rb[1:1:1:3]                     | passed | 0.00033 seconds |
./spec/core/attribute_validator_spec.rb[1:1:1:4]                     | passed | 0.00083 seconds |
./spec/core/attribute_validator_spec.rb[1:1:2:1]                     | passed | 0.00034 seconds |
./spec/core/attribute_validator_spec.rb[1:1:2:2]                     | passed | 0.00032 seconds |
./spec/core/attribute_validator_spec.rb[1:1:2:3]                     | passed | 0.00032 seconds |
./spec/core/attribute_validator_spec.rb[1:1:2:4]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:3:1]                     | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:3:2]                     | passed | 0.00069 seconds |
./spec/core/attribute_validator_spec.rb[1:1:3:3]                     | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:3:4]                     | passed | 0.0004 seconds  |
./spec/core/attribute_validator_spec.rb[1:1:3:5]                     | passed | 0.00037 seconds |
./spec/core/attribute_validator_spec.rb[1:1:3:6]                     | passed | 0.00034 seconds |
./spec/core/attribute_validator_spec.rb[1:1:4:1]                     | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:4:2]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:5:1]                     | passed | 0.00033 seconds |
./spec/core/attribute_validator_spec.rb[1:1:5:2]                     | passed | 0.00034 seconds |
./spec/core/attribute_validator_spec.rb[1:1:5:3]                     | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:5:4]                     | passed | 0.00039 seconds |
./spec/core/attribute_validator_spec.rb[1:1:6:1]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:6:2]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:6:3]                     | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:7:1]                     | passed | 0.00039 seconds |
./spec/core/attribute_validator_spec.rb[1:1:7:2]                     | passed | 0.00071 seconds |
./spec/core/attribute_validator_spec.rb[1:1:8:1]                     | passed | 0.00041 seconds |
./spec/core/attribute_validator_spec.rb[1:1:8:2]                     | passed | 0.00279 seconds |
./spec/core/attribute_validator_spec.rb[1:1:8:3]                     | passed | 0.00318 seconds |
./spec/core/attribute_validator_spec.rb[1:1:8:4]                     | passed | 0.00043 seconds |
./spec/core/attribute_validator_spec.rb[1:1:8:5]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:8:6]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:9:1]                     | passed | 0.00038 seconds |
./spec/core/attribute_validator_spec.rb[1:1:9:2]                     | passed | 0.00041 seconds |
./spec/core/attribute_validator_spec.rb[1:1:10:1]                    | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:10:2]                    | passed | 0.00032 seconds |
./spec/core/attribute_validator_spec.rb[1:1:11:1]                    | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:11:2]                    | passed | 0.0009 seconds  |
./spec/core/attribute_validator_spec.rb[1:1:11:3]                    | passed | 0.00043 seconds |
./spec/core/attribute_validator_spec.rb[1:1:12:1]                    | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:13:1]                    | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:1:13:2]                    | passed | 0.00038 seconds |
./spec/core/attribute_validator_spec.rb[1:1:14:1]                    | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:1:14:2]                    | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:2:1]                       | passed | 0.0004 seconds  |
./spec/core/attribute_validator_spec.rb[1:2:2]                       | passed | 0.00043 seconds |
./spec/core/attribute_validator_spec.rb[1:3:1]                       | passed | 0.00093 seconds |
./spec/core/attribute_validator_spec.rb[1:4:1:1]                     | passed | 0.00066 seconds |
./spec/core/attribute_validator_spec.rb[1:4:2:1]                     | passed | 0.00032 seconds |
./spec/core/attribute_validator_spec.rb[1:4:3:1]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:4:4:1]                     | passed | 0.00041 seconds |
./spec/core/attribute_validator_spec.rb[1:4:5:1]                     | passed | 0.00042 seconds |
./spec/core/attribute_validator_spec.rb[1:4:6:1]                     | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:4:7:1]                     | passed | 0.00034 seconds |
./spec/core/attribute_validator_spec.rb[1:5:1:1]                     | passed | 0.00037 seconds |
./spec/core/attribute_validator_spec.rb[1:5:1:2]                     | passed | 0.00035 seconds |
./spec/core/attribute_validator_spec.rb[1:5:2:1]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:5:2:2]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:5:3:1]                     | passed | 0.00032 seconds |
./spec/core/attribute_validator_spec.rb[1:5:4:1]                     | passed | 0.00037 seconds |
./spec/core/attribute_validator_spec.rb[1:6:1:1]                     | passed | 0.00042 seconds |
./spec/core/attribute_validator_spec.rb[1:6:1:2]                     | passed | 0.0004 seconds  |
./spec/core/attribute_validator_spec.rb[1:6:1:3]                     | passed | 0.00039 seconds |
./spec/core/attribute_validator_spec.rb[1:6:1:4]                     | passed | 0.00034 seconds |
./spec/core/attribute_validator_spec.rb[1:6:2:1]                     | passed | 0.00045 seconds |
./spec/core/attribute_validator_spec.rb[1:6:3:1]                     | passed | 0.00042 seconds |
./spec/core/attribute_validator_spec.rb[1:6:3:2]                     | passed | 0.00037 seconds |
./spec/core/attribute_validator_spec.rb[1:6:3:3]                     | passed | 0.00036 seconds |
./spec/core/attribute_validator_spec.rb[1:6:3:4]                     | passed | 0.00041 seconds |
./spec/core/binding_validator_spec.rb[1:1:1:1]                       | passed | 0.0003 seconds  |
./spec/core/binding_validator_spec.rb[1:1:1:2]                       | passed | 0.00028 seconds |
./spec/core/binding_validator_spec.rb[1:1:1:3]                       | passed | 0.00027 seconds |
./spec/core/binding_validator_spec.rb[1:1:1:4]                       | passed | 0.00034 seconds |
./spec/core/binding_validator_spec.rb[1:1:2:1]                       | passed | 0.00027 seconds |
./spec/core/binding_validator_spec.rb[1:1:2:2]                       | passed | 0.0003 seconds  |
./spec/core/binding_validator_spec.rb[1:1:2:3]                       | passed | 0.00033 seconds |
./spec/core/binding_validator_spec.rb[1:1:2:4]                       | passed | 0.00033 seconds |
./spec/core/binding_validator_spec.rb[1:1:2:5]                       | passed | 0.00028 seconds |
./spec/core/binding_validator_spec.rb[1:1:2:6]                       | passed | 0.00053 seconds |
./spec/core/binding_validator_spec.rb[1:1:2:7]                       | passed | 0.00031 seconds |
./spec/core/binding_validator_spec.rb[1:1:3:1]                       | passed | 0.00032 seconds |
./spec/core/binding_validator_spec.rb[1:1:3:2]                       | passed | 0.0003 seconds  |
./spec/core/binding_validator_spec.rb[1:1:4:1]                       | passed | 0.00033 seconds |
./spec/core/binding_validator_spec.rb[1:1:5:1]                       | passed | 0.00476 seconds |
./spec/core/binding_validator_spec.rb[1:1:6:1]                       | passed | 0.00055 seconds |
./spec/core/binding_validator_spec.rb[1:1:7:1]                       | passed | 0.00032 seconds |
./spec/core/binding_validator_spec.rb[1:1:8:1]                       | passed | 0.00036 seconds |
./spec/core/binding_validator_spec.rb[1:1:9:1]                       | passed | 0.00036 seconds |
./spec/core/binding_validator_spec.rb[1:1:9:2]                       | passed | 0.0003 seconds  |
./spec/core/binding_validator_spec.rb[1:1:10:1]                      | passed | 0.00033 seconds |
./spec/core/binding_validator_spec.rb[1:1:11:1]                      | passed | 0.00036 seconds |
./spec/core/binding_validator_spec.rb[1:1:11:2]                      | passed | 0.00096 seconds |
./spec/core/binding_validator_spec.rb[1:1:12:1]                      | passed | 0.00032 seconds |
./spec/core/binding_validator_spec.rb[1:1:12:2]                      | passed | 0.00034 seconds |
./spec/core/binding_validator_spec.rb[1:1:13:1]                      | passed | 0.00031 seconds |
./spec/core/binding_validator_spec.rb[1:1:13:2]                      | passed | 0.00033 seconds |
./spec/core/binding_validator_spec.rb[1:2:1]                         | passed | 0.00027 seconds |
./spec/core/binding_validator_spec.rb[1:2:2]                         | passed | 0.00031 seconds |
./spec/core/binding_validator_spec.rb[1:3:1]                         | passed | 0.00033 seconds |
./spec/core/binding_validator_spec.rb[1:3:2]                         | passed | 0.00031 seconds |
./spec/core/binding_validator_spec.rb[1:4:1]                         | passed | 0.00039 seconds |
./spec/core/binding_validator_spec.rb[1:5:1:1]                       | passed | 0.00029 seconds |
./spec/core/binding_validator_spec.rb[1:5:1:2]                       | passed | 0.00029 seconds |
./spec/core/binding_validator_spec.rb[1:5:2:1]                       | passed | 0.0003 seconds  |
./spec/core/binding_validator_spec.rb[1:5:3:1]                       | passed | 0.00034 seconds |
./spec/core/binding_validator_spec.rb[1:5:4:1]                       | passed | 0.00067 seconds |
./spec/core/normalization_spec.rb[1:1:1]                             | passed | 0.00002 seconds |
./spec/core/normalization_spec.rb[1:1:2]                             | passed | 0.00002 seconds |
./spec/core/normalization_spec.rb[1:1:3]                             | passed | 0.00014 seconds |
./spec/core/normalization_spec.rb[1:1:4]                             | passed | 0.00002 seconds |
./spec/core/normalization_spec.rb[1:1:5]                             | passed | 0.00002 seconds |
./spec/core/resources/color_manager_spec.rb[1:1:1]                   | passed | 0.00034 seconds |
./spec/core/resources/color_manager_spec.rb[1:1:2]                   | passed | 0.00047 seconds |
./spec/core/resources/color_manager_spec.rb[1:1:3]                   | passed | 0.00094 seconds |
./spec/core/resources/color_manager_spec.rb[1:1:4]                   | passed | 0.00046 seconds |
./spec/core/resources/color_manager_spec.rb[1:2:1:1]                 | passed | 0.00036 seconds |
./spec/core/resources/color_manager_spec.rb[1:2:2:1]                 | passed | 0.00069 seconds |
./spec/core/resources/color_manager_spec.rb[1:2:2:2]                 | passed | 0.00076 seconds |
./spec/core/resources/color_manager_spec.rb[1:2:3:1]                 | passed | 0.00076 seconds |
./spec/core/resources/color_manager_spec.rb[1:2:4:1]                 | passed | 0.00057 seconds |
./spec/core/resources/color_manager_spec.rb[1:3:1]                   | passed | 0.0003 seconds  |
./spec/core/resources/color_manager_spec.rb[1:4:1:1]                 | passed | 0.00028 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:1:2]                 | passed | 0.0002 seconds  |
./spec/core/resources/color_manager_spec.rb[1:4:1:3]                 | passed | 0.00049 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:1:4]                 | passed | 0.00052 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:1:5]                 | passed | 0.00018 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:1:6]                 | passed | 0.0002 seconds  |
./spec/core/resources/color_manager_spec.rb[1:4:2:1]                 | passed | 0.00017 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:2:2]                 | passed | 0.00017 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:2:3]                 | passed | 0.00018 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:2:4]                 | passed | 0.00017 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:2:5]                 | passed | 0.00016 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:2:6]                 | passed | 0.0002 seconds  |
./spec/core/resources/color_manager_spec.rb[1:4:3:1]                 | passed | 0.00019 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:3:2]                 | passed | 0.00017 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:3:3]                 | passed | 0.00017 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:3:4]                 | passed | 0.00016 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:4:1]                 | passed | 0.00017 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:4:2]                 | passed | 0.00022 seconds |
./spec/core/resources/color_manager_spec.rb[1:4:4:3]                 | passed | 0.00017 seconds |
